[Classes],Label,Introduced by,Hyperlink,When,Comment,Occurrences,Using GRFIDs
,"ih_tech_tree/replaces/ih_vehicle_family/girt_licker","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/gowsty","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/grillage","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/growler","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/grub","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/haar","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/hammersmith","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/hawkinge","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/hercules","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/high_flyer","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/highlander","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/hurly_burly","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/intrepid","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/keen","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/kelpie","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/kraken","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/lamia","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/lark","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/lemon","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/lion","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/little_bear","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/longwater","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/maelstrom","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/mainstay","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/merlion","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/merrylegs","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/moor_gallop","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/mumble","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/nile","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/ox","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/peasweep","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/pegasus","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/pika","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/pinhorse","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/poplar","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/proper_job","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/rat","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/ravensbourne","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/reliance","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/roarer","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/satyr","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/saxon","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/scooby","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/serpentine","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/shoebox","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/slammer","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/smizzle","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/spinner","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/stag","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/stalwart","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/stoat","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/streamer","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/strongbow","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/sunshine_coast","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/swift","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/tenacious","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/tencendur","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/thor","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/thunderer","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/trojan","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/turbulent","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/tyburn","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/tyrconnell","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/vigilant","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/vulcan","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/walbrook","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/wandle","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/westbourne","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/withershins","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/wyvern","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/xerxes","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/yak","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/yillen","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/zebedee","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/replaces/ih_vehicle_family/zorro","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/None","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/branch_express","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/branch_freight","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/driving_cab_express_mail","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/driving_cab_express_mixed","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/driving_cab_express_pax","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/express","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/express_mail_railcar","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/express_pax_railcar","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/freight","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/freight_railcar","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-02-01,"",1,"43411223"
,"ih_tech_tree/subrole/gronk","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/heavy_express","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/heavy_freight","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/hst","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/mail_metro","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/mail_railcar","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/metro_freight","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/pax_metro","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/pax_railbus","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/pax_railcar","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/pax_suburban_coach","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/snoughplough!","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/super_heavy_express","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/super_heavy_freight","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/ultra_heavy_express","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/ultra_heavy_freight","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/universal","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole/very_high_speed","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/-1","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/-1001","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/-1002","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/-2","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/-2001","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/-2002","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/-3","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/-3000","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/-4","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/-6","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/0","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/1","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/1001","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/1002","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/2","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/2001","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/2002","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/3","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/4","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_tech_tree/subrole_child_branch_num/5","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
[ih_vehicle_family],Label,Introduced by,Hyperlink,When,Comment,Occurrences,Using GRFIDs
,"ih_vehicle_family/abernant","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/acid_tank_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/aggregate_bulk_open_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/aggregate_hopper_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/alfama","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/alize","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/angerstein","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/ares","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/argus","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/arrow","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/athena","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/autocoach_pony_gen_2","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/automobile_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/avenger","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/backbone","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/bankside","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/bean_feast","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/blaze","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/boar_cat","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/bolster_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/bone","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/booster","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/borax","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/borealis","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-03-07,"",1,"43411223"
,"ih_vehicle_family/box_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/braf","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/brash_cab","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-02-01,"",1,"43411223"
,"ih_vehicle_family/brash_middle","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-02-01,"",1,"43411223"
,"ih_vehicle_family/breeze","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/brenner","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/buffalo","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/bulk_cargo_mine_hopper_combos","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-06-09,"",1,"43411223"
,"ih_vehicle_family/bulk_cargo_mixed_combos","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/bulk_cargo_quarry_box_combos","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-06-09,"",1,"43411223"
,"ih_vehicle_family/bulk_cargo_quarry_hopper_combos","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-06-09,"",1,"43411223"
,"ih_vehicle_family/caboose_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/canary","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/cane_bin_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/captain_steel","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/carbon_black_hopper_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/carrack","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/cement_silo_car","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/centaur","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/cheddar_valley","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/cheese_bug","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/chemical_cargo_tank_combos","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/chinook","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/chronos","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/chuggypig","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
,"ih_vehicle_family/clipper","Iron Horse 4 (Trains)",https://bananas.openttd.org/package/newgrf/43411223,2026-01-04,"",1,"43411223"
